summary_date,site,nox_davg,name,obs_count,units,basin,county_name,state,latitude,longitude 
2020-03-09,3818,0.059,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-10,3818,0.008,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-11,3818,0.028,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-12,3818,0.081,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-13,3818,0.046,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-14,3818,0.017,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-15,3818,0.017,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-16,3818,0.025,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-17,3818,0.080,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-18,3818,0.079,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-19,3818,0.035,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-20,3818,0.016,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-21,3818,0.021,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-22,3818,0.011,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-23,3818,0.049,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-24,3818,0.040,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-25,3818,0.044,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-26,3818,0.046,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-27,3818,0.052,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-28,3818,0.014,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-29,3818,0.009,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-03-30,3818,0.050,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2020-04-01,3818,0.005,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
April 3, 2020 at 11:17:55
  
