summary_date,site,nox_davg,name,obs_count,units,basin,county_name,state,latitude,longitude 
2019-06-30,3818,0.017,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-01,3818,0.052,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-02,3818,0.024,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-03,3818,0.015,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-04,3818,0.009,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-05,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-06,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-07,3818,0.003,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-08,3818,0.018,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-09,3818,0.041,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-10,3818,0.059,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-11,3818,0.050,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-12,3818,0.032,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-13,3818,0.009,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-14,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-15,3818,0.038,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-16,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-17,3818,0.005,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-18,3818,0.026,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-19,3818,0.022,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-20,3818,0.013,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-21,3818,0.014,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-22,3818,0.049,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-23,3818,0.066,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-24,3818,0.059,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-25,3818,0.053,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-26,3818,0.047,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-27,3818,0.028,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-28,3818,0.014,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-29,3818,0.022,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-30,3818,0.027,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-07-31,3818,0.033,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-01,3818,0.040,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-02,3818,0.030,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-03,3818,0.021,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-04,3818,0.015,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-05,3818,0.051,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-06,3818,0.036,Long Beach-Route 710 Near Road          ,22,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-07,3818,0.022,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-08,3818,0.035,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-09,3818,0.017,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-10,3818,0.015,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-11,3818,0.010,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-12,3818,0.024,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-13,3818,0.037,Long Beach-Route 710 Near Road          ,19,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-14,3818,0.057,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-15,3818,0.044,Long Beach-Route 710 Near Road          ,22,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-16,3818,0.020,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-17,3818,0.008,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-18,3818,0.008,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-19,3818,0.029,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-20,3818,0.041,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-21,3818,0.048,Long Beach-Route 710 Near Road          ,23,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-22,3818,0.004,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-23,3818,0.006,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-24,3818,0.018,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-25,3818,0.018,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-26,3818,0.042,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-27,3818,0.032,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-28,3818,0.018,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-29,3818,0.057,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-30,3818,0.027,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-08-31,3818,0.022,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-01,3818,0.011,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-02,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-03,3818,0.057,Long Beach-Route 710 Near Road          ,19,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-04,3818,0.074,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-05,3818,0.069,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-06,3818,0.031,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-07,3818,0.026,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-08,3818,0.016,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-09,3818,0.025,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-10,3818,0.019,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-11,3818,0.030,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-12,3818,0.076,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-13,3818,0.064,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-14,3818,0.019,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-15,3818,0.018,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-16,3818,0.028,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-17,3818,0.035,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-18,3818,0.029,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-19,3818,0.022,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-20,3818,0.026,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-21,3818,0.026,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-22,3818,0.024,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-23,3818,0.041,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-24,3818,0.067,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-25,3818,0.003,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-26,3818,0.015,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-27,3818,0.046,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-28,3818,0.014,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-29,3818,0.017,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-09-30,3818,0.066,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-01,3818,0.058,Long Beach-Route 710 Near Road          ,20,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-02,3818,0.091,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-03,3818,0.060,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-04,3818,0.053,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-05,3818,0.048,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-06,3818,0.038,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-07,3818,0.097,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-08,3818,0.070,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-09,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-10,3818,0.044,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-11,3818,0.102,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-12,3818,0.058,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-13,3818,0.032,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-14,3818,0.053,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-15,3818,0.092,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-16,3818,0.086,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-17,3818,0.023,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-18,3818,0.049,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-19,3818,0.034,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-20,3818,0.030,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-21,3818,0.127,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-22,3818,0.155,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-23,3818,0.084,Long Beach-Route 710 Near Road          ,23,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-24,3818,0.124,Long Beach-Route 710 Near Road          ,22,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-25,3818,0.150,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-26,3818,0.064,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-27,3818,0.007,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-28,3818,0.074,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-29,3818,0.073,Long Beach-Route 710 Near Road          ,23,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-30,3818,0.066,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-10-31,3818,0.104,Long Beach-Route 710 Near Road          ,23,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-01,3818,0.103,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-02,3818,0.109,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-03,3818,0.051,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-04,3818,0.124,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-05,3818,0.111,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-06,3818,0.074,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-07,3818,0.068,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-08,3818,0.144,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-09,3818,0.099,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-10,3818,0.011,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-11,3818,0.045,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-12,3818,0.070,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-13,3818,0.068,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-14,3818,0.075,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-15,3818,0.079,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-16,3818,0.079,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-17,3818,0.084,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-18,3818,0.116,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-19,3818,0.109,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-20,3818,0.042,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-21,3818,0.050,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-22,3818,0.079,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-23,3818,0.064,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-24,3818,0.053,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-25,3818,0.068,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-26,3818,0.103,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-27,3818,0.059,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-28,3818,0.013,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-29,3818,0.046,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-11-30,3818,0.047,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-01,3818,0.054,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-02,3818,0.123,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-03,3818,0.164,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-04,3818,0.068,Long Beach-Route 710 Near Road          ,21,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-05,3818,0.105,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-06,3818,0.099,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-07,3818,0.033,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-08,3818,0.021,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-09,3818,0.077,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-10,3818,0.106,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-11,3818,0.131,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-12,3818,0.097,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-13,3818,0.059,Long Beach-Route 710 Near Road          ,18,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-14,3818,0.020,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-15,3818,0.028,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-16,3818,0.074,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-17,3818,0.104,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-18,3818,0.151,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-19,3818,0.161,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-20,3818,0.155,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-21,3818,0.094,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-22,3818,0.030,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-23,3818,0.038,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-24,3818,0.070,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-25,3818,0.009,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-26,3818,0.050,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
2019-12-27,3818,0.109,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ),SC ,Los Angeles,CA,33.859662,-118.20070699999999 
